q326,q327,q328,q329,q330,q331,q332,q333,q334,q335,q336,q395,q396,q397,q398,q399,q400,q401,q402,q403,q404,q405,q406,q407,q408,F_GT_UGA,F_GT,F_UGA,F_ONLY
4,1,Sports,1,0,0,0,0,0,0,0,Female,35-44,Bachelors degree,White,,,,,,,Yes,Yes,"$75k-$99,999",30512,0,0,0,1
2,1,First-person shooters,,3,0,1,0,0,0,0,Male,55-64,Advanced or professional degree,White,,,,,,,Yes,Yes,Prefer not to answer,30740,0,0,1,0
0,,,5,0,0,0,0,0,0,0,Female,35-44,Bachelors degree,,,African American,,,,,No,Yes,"$50k-$74,999",30052,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
0,,,,0,0,0,0,0,0,0,Male,45-54,Bachelors degree,,,African American,,,,,Yes,Yes,"$75k-$99,999",31211,0,0,1,0
3,2,Sports,1,0,0,0,0,0,0,0,Male,25-34,Advanced or professional degree,White,,,,,,,Yes,No,"$50k-$74,999",36272,0,0,0,0
0,,,5,0,0,0,0,0,0,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,Yes,Prefer not to answer,30328,0,0,0,0
3,1,Sports,2,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,Yes,Yes,"$75k-$99,999",53214,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
0,,,,0,0,0,0,0,0,0,Male,55-64,Advanced or professional degree,White,,,,,,,No,No,"$100k-$149,999",30363,0,0,0,1
0,,,,1,1,0,0,0,0,0,Female,45-54,Bachelors degree,,,African American,,,,,Yes,Yes,"$75k-$99,999",,1,0,0,0
4,2,Racing,3,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,,,African American,,,,,Yes,Yes,"$100k-$149,999",30004,0,0,1,0
1,2,Sports,5,6,1,0,0,1,1,0,Female,55-64,Advanced or professional degree,,,African American,,,,,Yes,No,"$75k-$99,999",30308,0,0,0,1
0,,Other,,3,0,0,0,0,1,0,Male,55-64,Some college,White,,,,,,,Yes,No,"$75k-$99,999",30701,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,Real-time strategy,1,0,0,0,0,0,0,0,Male,55-64,Advanced or professional degree,,,African American,,,,,Yes,Yes,"$150k-$249,999",30005,0,0,1,0
0,,Other,1,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,Yes,No,"$150k-$249,999",30339,0,1,0,0
4,1,Other,1,0,0,0,0,0,0,0,Female,55-64,Advanced or professional degree,White,,,,,,,Yes,No,"$75k-$99,999",30114,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
0,,Sports,2,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,,,,,,,Exclusive / Prefer not to answer,No,No,"$25k-$49,999",,0,0,0,0
1,0,Racing,5,5,1,0,0,0,1,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,$250k or more,30024,0,0,0,0
1,0,Racing,1,0,0,0,0,0,0,0,Female,35-44,Advanced or professional degree,White,,,,,,,Yes,Yes,Prefer not to answer,30030,0,0,0,0
3,1,Sports,1,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,No,No,"$100k-$149,999",30093,0,0,0,0
4,1,Role playing game,,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,,,African American,,,,,Yes,Yes,Prefer not to answer,,0,0,0,1
0,,,2,1,0,0,0,0,1,0,Female,25-34,Advanced or professional degree,,,African American,,,,,No,No,"$50k-$74,999",30214,0,0,0,1
0,,Other,,0,0,0,0,0,0,0,Male,35-44,Some college,,,,,,Other,,No,Yes,$250k or more,30324,0,0,0,1
4,1,Role playing game,4,2,0,1,0,0,0,0,Prefer not to answer,25-34,Advanced or professional degree,White,,,,,,,Yes,No,"$100k-$149,999",,1,0,0,0
1,1,Other,1,0,0,0,0,0,0,0,Male,55-64,Some college,,,,,,,Exclusive / Prefer not to answer,Yes,No,Prefer not to answer,31047,1,0,0,0
2,1,Racing,2,1,1,0,0,1,0,0,Female,25-34,Advanced or professional degree,,,,,,Other,,No,No,"$25k-$49,999",30096,0,0,1,0
0,,,,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,Yes,Prefer not to answer,30022,0,0,0,1
1,0,Sports,5,3,0,0,0,0,1,0,Male,35-44,Some college,White,,,,,,,No,Yes,"$75k-$99,999",30110,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,No,$250k or more,30022,0,0,1,0
0,,,,4,0,0,0,0,0,0,Male,65+,Some college,,,African American,,,,,Yes,No,"$25k-$49,999",30058,1,0,0,0
1,0,Other,1,0,0,0,0,0,0,0,Female,35-44,Advanced or professional degree,White,,,,,,,Yes,No,"$150k-$249,999",30263,0,0,0,1
0,,Other,5,0,0,0,0,0,0,0,Male,45-54,Technical degree,,,,,,,Exclusive / Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,35022,0,0,0,1
4,4,Sports,,1,1,0,0,0,0,0,Male,25-34,Bachelors degree,White,Hispanic,,,,,,Yes,No,"$50k-$74,999",30052,1,0,0,0
0,,Other,,0,0,0,0,0,0,0,Female,55-64,Some college,,,African American,,,,,Prefer not to answer,No,Prefer not to answer,30012,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,35-44,Bachelors degree,White,,,,,,,No,No,"$50k-$74,999",30080,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
4,1,Real-time strategy,3,0,0,0,0,0,0,0,Male,55-64,Advanced or professional degree,,,,,,,Exclusive / Prefer not to answer,Yes,No,"$100k-$149,999",30034,1,0,0,0
3,2,Role playing game,,4,0,0,0,0,1,0,Male,25-34,Advanced or professional degree,,,,Asian,,,,No,No,"$75k-$99,999",30339,1,0,0,0
0,,Other,,0,0,0,0,0,0,0,Male,55-64,Technical degree,,,African American,,,,,Yes,No,"$100k-$149,999",30008,1,0,0,0
1,0,Sports,4,3,0,0,0,0,1,0,Male,35-44,Technical degree,,,African American,,,,,Prefer not to answer,Yes,"$150k-$249,999",30316,0,0,0,1
0,,Other,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,Under 25,Bachelors degree,,Hispanic,,,,,,No,No,"$50k-$74,999",30319,0,0,0,0
0,,,,0,0,0,0,0,0,0,Female,25-34,Advanced or professional degree,,,African American,,,,,No,No,"$75k-$99,999",30080,0,0,0,0
1,0,Sports,1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,"$75k-$99,999",30666,0,0,0,0
4,1,Other,4,2,1,0,0,1,0,0,Female,25-34,Advanced or professional degree,White,,,,,,,No,No,"$50k-$74,999",30188,0,0,0,1
5,1,Role playing game,1,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,Yes,No,$250k or more,30309,0,0,1,0
4,3,First-person shooters,5,4,1,0,0,0,1,0,Male,65+,Some college,,,,,,,Exclusive / Prefer not to answer,Yes,No,"$75k-$99,999",30075,1,0,0,0
1,1,Role playing game,,0,0,0,0,0,0,0,Female,55-64,Advanced or professional degree,White,,,,,,,No,No,"$100k-$149,999",30134,0,0,0,1
5,1,Real-time strategy,3,3,0,0,0,0,1,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,"$75k-$99,999",31639,0,0,1,0
1,1,Real-time strategy,5,5,1,0,0,0,1,1,Male,55-64,Advanced or professional degree,,,African American,,,,,Yes,No,"$75k-$99,999",30281,1,0,0,0
3,0,Sports,1,0,0,0,0,0,0,0,Male,35-44,Advanced or professional degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30240,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Female,55-64,Advanced or professional degree,,,African American,,,,,Yes,No,"$75k-$99,999",30907,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Female,55-64,Advanced or professional degree,White,,,,,,,Yes,No,"$150k-$249,999",30040,0,0,0,1
4,2,Sports,5,1,0,0,0,0,1,0,Male,55-64,High school diploma,,,African American,,,,,Yes,No,"$25k-$49,999",30157,1,0,0,0
5,5,Sports,5,1,1,0,0,0,0,0,Male,35-44,Bachelors degree,,,African American,,,,,Yes,Yes,"$75k-$99,999",30144,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Female,35-44,Bachelors degree,White,,,,,,,Yes,Yes,Prefer not to answer,30126,1,0,0,0
2,0,Sports,3,0,0,0,0,0,0,0,Male,Under 25,Bachelors degree,White,,,,,,,No,No,"$50k-$74,999",30338,0,0,0,0
0,,,,3,0,0,0,0,0,0,Female,55-64,Advanced or professional degree,White,,,,,,,Yes,Yes,"$50k-$74,999",31093,0,0,1,0
1,1,Sports,2,0,0,0,0,0,0,0,Male,Under 25,High school diploma,White,,,,,,,No,No,"$75k-$99,999",30188,0,0,0,1
1,1,Racing,3,0,0,0,0,0,0,0,Female,25-34,Bachelors degree,,Hispanic,,,,,,No,No,Prefer not to answer,30305,0,0,0,1
0,,Other,4,4,0,0,0,0,1,1,Male,55-64,Advanced or professional degree,,,,,,,Exclusive / Prefer not to answer,Yes,No,"$100k-$149,999",30331,1,0,0,0
0,,Other,,2,0,0,0,0,1,0,Female,45-54,Advanced or professional degree,White,,,,,,,No,No,Prefer not to answer,30531,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,,,0,0,0,0,0,0,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,Yes,Prefer not to answer,30062,0,0,0,1
2,1,First-person shooters,3,3,0,0,0,0,1,0,Male,Under 25,Bachelors degree,White,,,,,,,No,No,"$25k-$49,999",72718,0,0,0,1
2,1,Sports,2,1,0,0,0,0,1,0,Male,45-54,Some college,,,African American,,,,,Yes,Yes,Prefer not to answer,30039,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Female,45-54,Some college,White,,,,,,,No,No,"$100k-$149,999",30329,1,0,0,0
5,1,Sports,5,5,1,0,0,0,1,0,Male,Under 25,Some college,,,African American,,,,,No,No,Less than $25k,30236,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
4,1,First-person shooters,4,1,1,0,0,0,1,0,Male,25-34,Bachelors degree,White,,,,,,,No,No,"$50k-$74,999",30338,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
2,4,Role playing game,,6,0,0,0,0,1,0,,,,,,,,,,,,,,,1,0,0,0
0,,Other,,4,0,0,0,0,1,0,Female,55-64,Advanced or professional degree,,,African American,,,,,No,No,"$75k-$99,999",30058,1,0,0,0
2,2,Sports,5,1,0,0,0,0,1,0,Male,25-34,Some college,,,,,,,Exclusive / Prefer not to answer,No,Yes,"$50k-$74,999",30337,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
5,1,First-person shooters,4,2,0,0,0,0,1,0,Female,25-34,Some college,,,African American,,,,,Yes,No,"$25k-$49,999",30224,1,0,0,0
3,1,Sports,5,6,1,0,0,1,1,0,Male,35-44,Advanced or professional degree,,,African American,,,,,Yes,Yes,"$150k-$249,999",30294,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
0,,,5,3,0,0,0,1,0,0,Male,55-64,High school diploma,,Hispanic,,,,,,Yes,No,"$25k-$49,999",30340,0,0,0,0
2,1,Other,2,1,0,0,0,0,1,0,Male,35-44,Bachelors degree,,,,,,Other,,Yes,Yes,"$75k-$99,999",30084,0,0,0,0
2,2,First-person shooters,2,0,0,0,0,0,0,0,Male,35-44,Some college,,Hispanic,,,,,,No,Yes,"$50k-$74,999",,0,0,0,0
0,,,,,0,0,0,0,0,0,Male,35-44,High school diploma,,,,,,,Exclusive / Prefer not to answer,Yes,Yes,"$100k-$149,999",,0,0,0,0
2,1,Role playing game,1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30340,0,0,0,0
5,1,Real-time strategy,3,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,,Hispanic,,,,,,No,No,"$75k-$99,999",,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
4,1,Role playing game,4,4,1,1,0,0,0,0,Male,35-44,Some college,White,,,,,,,Prefer not to answer,Yes,"$50k-$74,999",30161,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
4,1,First-person shooters,4,4,0,0,0,0,1,0,Female,25-34,High school diploma,White,,,,,,,Yes,No,"$50k-$74,999",30350,0,0,0,0
4,1,Role playing game,3,1,0,1,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,No,Yes,"$75k-$99,999",30022,0,0,0,0
4,2,First-person shooters,2,0,0,0,0,0,0,0,Female,25-34,Bachelors degree,White,,,,,,,Yes,No,"$100k-$149,999",30008,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
5,1,First-person shooters,3,2,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
0,,Other,2,1,0,0,0,1,0,0,Male,45-54,Advanced or professional degree,,,African American,,,,,Yes,Yes,$250k or more,30019,0,0,0,0
1,0,Racing,5,5,0,0,0,1,0,0,Male,35-44,Technical degree,White,,,,,,,No,Yes,"$25k-$49,999",30041,0,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Female,55-64,Some college,White,,,,,,,Yes,No,"$100k-$149,999",30179,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,25-34,Advanced or professional degree,,,,,,Other,,No,No,Prefer not to answer,30312,0,0,0,0
1,0,Sports,3,0,0,0,0,0,0,0,Male,35-44,Advanced or professional degree,,,African American,,,,,No,No,"$150k-$249,999",30327,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,,,African American,,,,,Yes,No,$250k or more,30308,0,0,0,0
5,1,Role playing game,1,0,0,0,0,0,0,0,Female,25-34,Bachelors degree,,Hispanic,,,,,,Yes,No,"$100k-$149,999",30519,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
0,,Other,2,1,1,0,0,0,0,0,Male,25-34,Bachelors degree,,,,,,,Exclusive / Prefer not to answer,Yes,Prefer not to answer,Prefer not to answer,30307,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
2,1,Other,1,0,0,0,0,0,0,0,Male,35-44,Advanced or professional degree,,Hispanic,,,,,,Yes,Yes,"$100k-$149,999",30312,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,Yes,$250k or more,30306,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Female,35-44,Bachelors degree,White,,,,,,,Yes,No,"$150k-$249,999",30316,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
1,0,Sports,3,3,0,1,0,0,0,0,Female,Prefer not to answer,Bachelors degree,White,,,,,,,Prefer not to answer,No,Prefer not to answer,30813,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
2,,,,0,0,0,0,0,0,0,Prefer not to answer,Prefer not to answer,Bachelors degree,,,,,,Other,,Yes,Yes,"$100k-$149,999",30127,0,1,0,0
3,1,Sports,4,3,0,0,0,0,1,0,Prefer not to answer,Prefer not to answer,Prefer not to answer,,,,,,,Exclusive / Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,30126,0,1,0,0
0,,,1,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,Yes,$250k or more,30601,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0,0
3,1,,1,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,No,No,Less than $25k,30327,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Female,25-34,Bachelors degree,White,,,,,,,No,No,"$25k-$49,999",30101,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
0,,,2,0,0,0,0,0,0,0,Male,45-54,Bachelors degree,White,,,,,,,No,No,"$50k-$74,999",31909,0,0,0,0
3,1,Sports,3,0,0,0,0,0,0,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,Yes,$250k or more,30005,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
4,2,Sports,5,0,0,0,0,0,0,0,Male,25-34,Some college,White,,,,,,,No,No,"$75k-$99,999",30542,0,0,0,0
,,,,,0,0,0,0,0,0,Female,25-34,Advanced or professional degree,White,,,,,,,No,No,"$100k-$149,999",,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
6,2,Sports,5,4,1,1,1,1,1,0,,,,,,,,,,,,,,,1,0,0,0
3,1,Sports,5,4,0,0,0,1,1,0,,,,,,,,,,,,,,,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,25-34,Bachelors degree,White,,,,,,,Yes,Yes,$250k or more,,0,0,0,1
5,4,Sports,1,0,0,0,0,0,0,0,Male,25-34,Some college,White,,,,,,,Yes,No,"$25k-$49,999",30176,0,0,1,0
2,1,Sports,1,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,Hispanic,,,,,,Yes,Yes,"$150k-$249,999",30062,1,0,0,0
1,0,Racing,1,0,0,0,0,0,0,0,Male,45-54,Bachelors degree,,,,,Eastern Indian,,,Yes,Yes,$250k or more,30004,0,0,1,0
4,1,Role playing game,2,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,No,No,"$75k-$99,999",30066,0,0,0,1
0,,Sports,1,0,0,0,0,0,0,0,Male,35-44,Some college,White,,,,,,,Yes,Yes,"$100k-$149,999",30030,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,No,"$150k-$249,999",30339,0,1,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
0,,Racing,1,0,0,0,0,0,0,0,Male,35-44,High school diploma,,,,,,Other,,Yes,Yes,"$150k-$249,999",30101,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,45-54,Advanced or professional degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30030,0,0,0,0
5,1,Other,2,1,0,1,0,0,0,0,Male,25-34,High school diploma,White,,,,,,,No,No,Less than $25k,30265,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Advanced or professional degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30075,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
4,2,First-person shooters,2,1,1,0,0,1,0,0,,,,,,,,,,,,,,,0,0,0,0
1,0,Other,,,0,0,0,0,1,0,Female,25-34,Bachelors degree,White,,,,,,,No,No,"$50k-$74,999",,0,0,0,0
0,,Sports,1,0,0,0,0,0,0,0,Male,25-34,Advanced or professional degree,,Hispanic,,,,,,Yes,Yes,"$100k-$149,999",30507,0,0,0,0
4,0,Fighting,2,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,,Hispanic,,,,,,Yes,No,"$50k-$74,999",30310,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
2,1,First-person shooters,1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,$250k or more,30114,0,0,0,1
5,0,Other,1,0,0,0,0,0,0,0,Female,35-44,Advanced or professional degree,White,,,,,,,No,No,"$50k-$74,999",30092,0,0,0,1
5,2,Sports,2,0,0,0,0,0,0,0,Male,35-44,High school diploma,White,,,,,,,Yes,Yes,"$75k-$99,999",30188,0,0,1,0
2,0,Sports,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30068,1,0,0,0
5,2,Sports,4,2,1,1,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,No,No,Less than $25k,30030,0,0,0,1
4,2,Sports,5,0,0,0,0,0,0,0,Male,Under 25,High school diploma,,Hispanic,,,,,,No,Prefer not to answer,Less than $25k,,0,0,0,1
4,1,Role playing game,1,0,0,0,0,0,0,0,Female,25-34,Bachelors degree,,,,Asian,,,,Yes,No,"$100k-$149,999",30126,0,0,0,1
0,,Other,5,4,1,0,0,1,0,0,Female,35-44,Bachelors degree,White,,,,,,,Yes,Yes,"$75k-$99,999",30126,0,0,0,1
3,1,Sports,1,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30082,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,Yes,$250k or more,30022,0,0,0,1
0,,Other,1,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,No,Yes,"$75k-$99,999",30144,1,0,0,0
0,,,,0,0,0,0,0,0,0,Female,45-54,Bachelors degree,,Hispanic,,,,,,Yes,Yes,"$50k-$74,999",30277,0,0,0,0
0,,Other,5,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,Yes,Yes,"$75k-$99,999",31069,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
4,0,Sports,2,0,0,0,0,0,0,0,Male,35-44,Advanced or professional degree,,,,,,,Exclusive / Prefer not to answer,Yes,Yes,Prefer not to answer,,0,0,0,1
4,1,Sports,2,1,1,0,0,0,0,0,Male,35-44,Some college,White,,,,,,,Yes,Yes,"$150k-$249,999",30080,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Female,45-54,Some college,White,,,,,,,No,No,"$25k-$49,999",30188,0,0,1,0
1,0,Sports,1,0,0,0,0,0,0,0,Female,25-34,Bachelors degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30067,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,No,"$25k-$49,999",30044,0,0,1,0
0,,Other,1,0,0,0,0,0,0,0,Female,45-54,Advanced or professional degree,,,,,Eastern Indian,,,Yes,Yes,$250k or more,30004,0,0,0,1
3,0,First-person shooters,1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30319,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
1,1,First-person shooters,1,0,0,0,0,0,0,0,Male,45-54,Some college,,,African American,,,,,Yes,Yes,"$150k-$249,999",30253,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0,0
1,0,First-person shooters,1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30324,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
5,1,Other,1,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,No,"$100k-$149,999",30033,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
1,0,Fighting,1,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,Yes,Yes,Prefer not to answer,30327,0,0,0,1
1,0,Sports,1,4,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,No,No,"$25k-$49,999",30033,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0,0
0,,Sports,1,0,0,0,0,0,0,0,Male,25-34,Advanced or professional degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30360,1,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Female,45-54,Bachelors degree,White,,,,,,,No,Yes,"$150k-$249,999",30030,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
3,2,Sports,3,1,0,1,0,0,0,0,Male,Under 25,Bachelors degree,White,,,,,,,No,No,Less than $25k,30152,0,1,0,0
0,,,,0,0,0,0,0,0,0,Male,45-54,High school diploma,,Hispanic,,,,,,,Yes,"$75k-$99,999",30269,0,1,0,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,No,"$150k-$249,999",30047,0,1,0,0
0,,,1,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,Yes,No,"$150k-$249,999",30340,0,1,0,0
5,1,First-person shooters,3,2,0,1,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,Yes,No,"$100k-$149,999",30024,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
3,1,Sports,3,1,0,0,0,0,1,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30252,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
3,0,Sports,1,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,No,"$150k-$249,999",30064,1,0,0,0
4,1,First-person shooters,5,2,0,1,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,No,No,"$25k-$49,999",30097,0,1,0,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Technical degree,,Hispanic,,,,,,No,Yes,"$100k-$149,999",30213,0,0,0,0
5,1,Sports,1,0,0,0,0,0,0,0,Male,25-34,Some college,White,,,,,,,Yes,Yes,"$75k-$99,999",30040,0,0,0,0
0,,,2,4,0,0,0,0,1,0,Male,25-34,Bachelors degree,White,,,,,,,Yes,No,"$100k-$149,999",30345,1,0,0,0
4,0,Sports,1,0,0,0,0,0,0,0,Male,25-34,Some college,White,,,,,,,No,No,"$150k-$249,999",30339,0,0,0,1
0,,Racing,4,4,0,0,0,0,1,0,Male,45-54,Bachelors degree,White,,,,,,,No,No,"$100k-$149,999",30033,1,0,0,0
3,1,Other,1,0,0,0,0,0,0,0,Male,25-34,Advanced or professional degree,White,,,,,,,No,No,"$75k-$99,999",30339,0,0,0,1
0,,Other,1,0,0,0,0,0,0,0,Male,25-34,Advanced or professional degree,White,,,,,,,Yes,No,Prefer not to answer,,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0,0
4,3,Real-time strategy,1,0,0,0,0,0,0,0,Female,65+,High school diploma,White,,,,,,,No,No,"$50k-$74,999",30030,1,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,,,,,Eastern Indian,,,Yes,No,"$150k-$249,999",30316,0,1,0,0
